q_w,q_x,q_y,q_z,w_cx,w_cy,w_cz,e_x,e_y,e_z,w_tx,w_ty,w_tz
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5909189470658975
0.9999999881501301,0.0,0.0,0.0001539471971061506,0.0,0.0,0.06157887914650262,0.0,0.0,0.03590918947065898,0.0,0.0,3.5909189470658975
0.9999998932805886,0.0,0.0,0.0004619943845686204,0.0,0.0,0.061640002169087646,0.0,0.0,0.07181837894131796,0.0,0.0,3.5909189470658975
0.9999995754720807,0.0,0.0,0.0009214421617074212,0.0,0.0,0.12213915444483356,0.0,0.0,0.10772756841197693,0.0,0.0,3.5909189470658975
0.9999988258175734,0.0,0.0,0.001532437102658235,0.0,0.0,0.12225900969330235,0.0,0.0,0.1436367578826359,0.0,0.0,3.5909189470658975
0.9999973726261695,0.0,0.0,0.0022923221310592527,0.0,0.0,0.18169556507099635,0.0,0.0,0.17954594735329488,0.0,0.0,3.5909189470658975
0.9999948760276589,0.0,0.0,0.003201237014297277,0.0,0.0,0.18187177226288734,0.0,0.0,0.21545513682395384,0.0,0.0,3.5909189470658975
0.9999909407814939,0.0,0.0,0.004256566095462896,0.0,0.0,0.24026281500731758,0.0,0.0,0.2513643262946128,0.0,0.0,3.5909189470658975
0.9999851025975683,0.0,0.0,0.005458441436239726,0.0,0.0,0.24049302207425122,0.0,0.0,0.28727351576527177,0.0,0.0,3.5909189470658975
0.9999768505679774,0.0,0.0,0.006804287479603527,0.0,0.0,0.29785555570136774,0.0,0.0,0.32318270523593073,0.0,0.0,3.5909189470658975
0.9999656023042527,0.0,0.0,0.008294227405184101,0.0,0.0,0.2981374531158464,0.0,0.0,0.3590918947065897,0.0,0.0,3.5909189470658975
0.9999507387873957,0.0,0.0,0.009925724076891072,0.0,0.0,0.3544883703203518,0.0,0.0,0.39500108417724866,0.0,0.0,3.5909189470658975
0.9999315656403724,0.0,0.0,0.01169889037055494,0.0,0.0,0.35481970249833555,0.0,0.0,0.4309102736479076,0.0,0.0,3.5909189470658975
0.999907362978167,0.0,0.0,0.013611225583390793,0.0,0.0,0.41017575953179536,0.0,0.0,0.4668194631185666,0.0,0.0,3.5909189470658975
0.9998773303440015,0.0,0.0,0.01566283065047322,0.0,0.0,0.4105543337283791,0.0,0.0,0.5027286525892256,0.0,0.0,3.5909189470658975
0.9998406539364241,0.0,0.0,0.017851239052378114,0.0,0.0,0.4649321287295358,0.0,0.0,0.5386378420598846,0.0,0.0,3.5909189470658975
0.9997964329380659,0.0,0.0,0.020176537959710777,0.0,0.0,0.465355821808076,0.0,0.0,0.5745470315305437,0.0,0.0,3.5909189470658975
0.9997437663013505,0.0,0.0,0.022636292566445684,0.0,0.0,0.5187717766162826,0.0,0.0,0.6104562210012027,0.0,0.0,3.5909189470658975
0.9996816583894611,0.0,0.0,0.025230574295052224,0.0,0.0,0.5192385400320605,0.0,0.0,0.6463654104718617,0.0,0.0,3.5909189470658975
0.9996091273162349,0.0,0.0,0.027956977401452306,0.0,0.0,0.5717088850497061,0.0,0.0,0.6822745999425207,0.0,0.0,3.5909189470658975
0.9995250880003833,0.0,0.0,0.030815555441585058,0.0,0.0,0.5722167483499052,0.0,0.0,0.7181837894131797,0.0,0.0,3.5909189470658975
0.9994284838784618,0.0,0.0,0.033803928935429654,0.0,0.0,0.6237575100575259,0.0,0.0,0.7540929788838387,0.0,0.0,3.5909189470658975
0.9993181456453996,0.0,0.0,0.03692213134299018,0.0,0.0,0.6243045831614453,0.0,0.0,0.7900021683544978,0.0,0.0,3.5909189470658975
0.9991929479919389,0.0,0.0,0.04016780653582921,0.0,0.0,0.6749315739277953,0.0,0.0,0.8259113578251568,0.0,0.0,3.5909189470658975
0.9990516424674103,0.0,0.0,0.04354096555987803,0.0,0.0,0.6755160484157597,0.0,0.0,0.8618205472958158,0.0,0.0,3.5909189470658975
0.9988930407344783,0.0,0.0,0.047039272640158176,0.0,0.0,0.725244858283002,0.0,0.0,0.8977297367664748,0.0,0.0,3.5909189470658975
0.9987158201441234,0.0,0.0,0.05066271402256243,0.0,0.0,0.725865007889902,0.0,0.0,0.9336389262371338,0.0,0.0,3.5909189470658975
0.9985187348506108,0.0,0.0,0.05440897122806532,0.0,0.0,0.7747109980502562,0.0,0.0,0.9695481157077929,0.0,0.0,3.5909189470658975
0.9983003928341458,0.0,0.0,0.058278003268326856,0.0,0.0,0.7753651785303031,0.0,0.0,1.0054573051784519,0.0,0.0,3.5909189470658975
