q_cw,q_cx,q_cy,q_cz,w_cx,w_cy,w_cz,q_tw,q_tx,q_ty,q_tz,w_tx,w_ty,w_tz
0.877583,0.0,0.0,-0.479426,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5909189470658975
0.8801248229425819,0.0,0.0,-0.4747436228127806,0.0,0.0,1.13112505101614,0.9998388205938906,0.0,0.0,0.017953630082160048,0.0,0.0,3.5909189470658975
0.8828009447633789,0.0,0.0,-0.4697485532557085,0.0,0.0,1.1355882988051755,0.999355334333455,0.0,0.0,0.035901472653454405,0.0,0.0,3.5909189470658975
0.8855968123490101,0.0,0.0,-0.46445613066574526,0.0,0.0,1.2586287230212028,0.9985496970747497,0.0,0.0,0.053837742068675115,0.0,0.0,3.5909189470658975
0.8885108090343514,0.0,0.0,-0.45885700777524463,0.0,0.0,1.2661821168272338,0.9974221685220442,0.0,0.0,0.07175665641332306,0.0,0.0,3.5909189470658975
0.8915289580430811,0.0,0.0,-0.4529650409460483,0.0,0.0,1.3818256448143376,0.9959731121441031,0.0,0.0,0.08965243936745904,0.0,0.0,3.5909189470658975
0.894648593077312,0.0,0.0,-0.4467718727188621,0.0,0.0,1.3919846772257518,0.9942029950570187,0.0,0.0,0.10751932206775144,0.0,0.0,3.5909189470658975
0.8978562564641175,0.0,0.0,-0.44029007945661314,0.0,0.0,1.5008471972537256,0.9921123878736322,0.0,0.0,0.12535154496712014,0.0,0.0,3.5909189470658975
0.901148360018731,0.0,0.0,-0.4335122196364529,0.0,0.0,1.5131892511569824,0.9897019645195915,0.0,0.0,0.1431433596913772,0.0,0.0,3.5909189470658975
0.9045119151927757,0.0,0.0,-0.4264497703164616,0.0,0.0,1.6158235306907824,0.986972502016105,0.0,0.0,0.16088903089226608,0.0,0.0,3.5909189470658975
0.9079425266318906,0.0,0.0,-0.41909614608153267,0.0,0.0,1.6299798038781486,0.9839248802294626,0.0,0.0,0.17858283809630157,0.0,0.0,3.5909189470658975
0.9114276316671538,0.0,0.0,-0.4114618859008721,0.0,0.0,1.7268830006734563,0.9805600815874025,0.0,0.0,0.19621907754881487,0.0,0.0,3.5909189470658975
0.914962131206775,0.0,0.0,-0.40354121198575765,0.0,0.0,1.7425315645358457,0.9768791907624174,0.0,0.0,0.21379206405260917,0.0,0.0,3.5909189470658975
0.9185338514656991,0.0,0.0,-0.3953438693234814,0.0,0.0,1.8341517125540971,0.9728833943221004,0.0,0.0,0.23129613280063305,0.0,0.0,3.5909189470658975
0.9221370832893181,0.0,0.0,-0.3868648483902394,0.0,0.0,1.8510115332578951,0.9685739803466447,0.0,0.0,0.24872564120208096,0.0,0.0,3.5909189470658975
0.9257600105805367,0.0,0.0,-0.3781132291949638,0.0,0.0,1.9377531585861327,0.9639523380136195,0.0,0.0,0.26607497070133207,0.0,0.0,3.5909189470658975
0.9293963993706277,0.0,0.0,-0.36908473839460676,0.0,0.0,1.9555789365508196,0.9590199571501563,0.0,0.0,0.2833385285891412,0.0,0.0,3.5909189470658975
0.9330347654355415,0.0,0.0,-0.3597879066211644,0.0,0.0,2.0378079334810377,0.9537784277526903,0.0,0.0,0.300510749805498,0.0,0.0,3.5909189470658975
0.936668427970567,0.0,0.0,-0.35021917037935146,0.0,0.0,2.056385639862606,0.9482294394744106,0.0,0.0,0.31758609873357296,0.0,0.0,3.5909189470658975
0.9402862137996285,0.0,0.0,-0.34038661456944563,0.0,0.0,2.1344335164594215,0.942374781080586,0.0,0.0,0.3345590709841723,0.0,0.0,3.5909189470658975
0.9438810669873801,0.0,0.0,-0.33028736369644823,0.0,0.0,2.15357652445106,0.9362163398719406,0.0,0.0,0.3514241951701264,0.0,0.0,3.5909189470658975
0.9474421092033005,0.0,0.0,-0.319929149849162,0.0,0.0,2.2277441096026585,0.9297561010762657,0.0,0.0,0.3681760346700396,0.0,0.0,3.5909189470658975
0.9509619756716363,0.0,0.0,-0.30930976711997094,0.0,0.0,2.2472898343299628,0.9229961472084641,0.0,0.0,0.3848091893808331,0.0,0.0,3.5909189470658975
0.9544300709810338,0.0,0.0,-0.2984366780318994,0.0,0.0,2.3178505238285165,0.9159386573992334,0.0,0.0,0.40131829745851555,0.0,0.0,3.5909189470658975
0.9578387831240426,0.0,0.0,-0.287308330412696,0.0,0.0,2.3376574979778697,0.9085859066926036,0.0,0.0,0.41769803704662106,0.0,0.0,3.5909189470658975
0.9611777916289616,0.0,0.0,-0.27593199168875177,0.0,0.0,2.4048601051075664,0.900940265312557,0.0,0.0,0.4339431279917563,0.0,0.0,3.5909189470658975
0.9644392948079802,0.0,0.0,-0.26430674940497473,0.0,0.0,2.424805428626587,0.8930041978989651,0.0,0.0,0.4500483335457044,0.0,0.0,3.5909189470658975
0.9676132427819308,0.0,0.0,-0.2524397423531461,0.0,0.0,2.4888766946359095,0.8847802627130907,0.0,0.0,0.4660084620535371,0.0,0.0,3.5909189470658975
0.9706916982044317,0.0,0.0,-0.2403306850054012,0.0,0.0,2.5088538062484758,0.8762711108129099,0.0,0.0,0.4818183686271903,0.0,0.0,3.5909189470658975
